person,personLabel,birthDate,birthYear,deathDate,deathYear,citizenshipLabel,productive_year,modern_country
http://www.wikidata.org/entity/Q107082,Mary Harris Jones,1830-05-01 00:00:00+00:00,1830.0,1930-11-30 00:00:00+00:00,1930.0,United Kingdom of Great Britain and Ireland,1865.0,United Kingdom
http://www.wikidata.org/entity/Q110048,Hedy Epstein,1924-08-15 00:00:00+00:00,1924.0,2016-05-26 00:00:00+00:00,2016.0,United States,1959.0,United States
http://www.wikidata.org/entity/Q110048,Hedy Epstein,1924-08-15 00:00:00+00:00,1924.0,2016-05-26 00:00:00+00:00,2016.0,Germany,1959.0,Germany
http://www.wikidata.org/entity/Q110126,Hrant Dink,1954-09-15 00:00:00+00:00,1954.0,2007-01-19 00:00:00+00:00,2007.0,Turkey,1989.0,Turkey
http://www.wikidata.org/entity/Q113806,Felix Ermacora,1923-10-13 00:00:00+00:00,1923.0,1995-02-24 00:00:00+00:00,1995.0,Austria,1958.0,Austria
http://www.wikidata.org/entity/Q119546,Howard Zinn,1922-08-24 00:00:00+00:00,1922.0,2010-01-27 00:00:00+00:00,2010.0,United States,1957.0,United States
http://www.wikidata.org/entity/Q125780,Doğan Akhanlı,1957-03-18 00:00:00+00:00,1957.0,2021-10-31 00:00:00+00:00,2021.0,Turkey,1992.0,Turkey
http://www.wikidata.org/entity/Q125780,Doğan Akhanlı,1957-03-18 00:00:00+00:00,1957.0,2021-10-31 00:00:00+00:00,2021.0,Germany,1992.0,Germany
http://www.wikidata.org/entity/Q131240,Anna Politkovskaya,1958-08-30 00:00:00+00:00,1958.0,2006-10-07 00:00:00+00:00,2006.0,United States,1993.0,United States
http://www.wikidata.org/entity/Q131240,Anna Politkovskaya,1958-08-30 00:00:00+00:00,1958.0,2006-10-07 00:00:00+00:00,2006.0,Russia,1993.0,Russia
http://www.wikidata.org/entity/Q131240,Anna Politkovskaya,1958-08-30 00:00:00+00:00,1958.0,2006-10-07 00:00:00+00:00,2006.0,Soviet Union,1993.0,Russia
http://www.wikidata.org/entity/Q160115,Ai Weiwei,1957-05-18 00:00:00+00:00,1957.0,,,People's Republic of China,1992.0,China
http://www.wikidata.org/entity/Q160163,Norman Finkelstein,1953-12-08 00:00:00+00:00,1953.0,,,United States,1988.0,United States
http://www.wikidata.org/entity/Q160456,Angela Davis,1944-01-26 00:00:00+00:00,1944.0,,,United States,1979.0,United States
http://www.wikidata.org/entity/Q169289,Anwar al-Bunni,1959-01-01 00:00:00+00:00,1959.0,,,Syria,1994.0,Syria
http://www.wikidata.org/entity/Q169289,Anwar al-Bunni,1959-01-01 00:00:00+00:00,1959.0,,,Second Syrian Republic,1994.0,Syria
http://www.wikidata.org/entity/Q174573,Zeng Jinyan,1983-10-09 00:00:00+00:00,1983.0,,,People's Republic of China,2018.0,China
http://www.wikidata.org/entity/Q188620,Rigoberta Menchú,1959-01-09 00:00:00+00:00,1959.0,,,Guatemala,1994.0,Guatemala
http://www.wikidata.org/entity/Q189067,Alyssa Milano,1972-12-19 00:00:00+00:00,1972.0,,,United States,2007.0,United States
http://www.wikidata.org/entity/Q202725,Mia Farrow,1945-02-09 00:00:00+00:00,1945.0,,,United States,1980.0,United States
http://www.wikidata.org/entity/Q211239,Jody Williams,1950-10-09 00:00:00+00:00,1950.0,,,United States,1985.0,United States
http://www.wikidata.org/entity/Q224639,Lee Jung-hee,1969-12-22 00:00:00+00:00,1969.0,,,South Korea,2004.0,South Korea
http://www.wikidata.org/entity/Q230874,Anna Hazare,1937-06-15 00:00:00+00:00,1937.0,,,India,1972.0,India
http://www.wikidata.org/entity/Q231178,Gloria Steinem,1934-03-25 00:00:00+00:00,1934.0,,,United States,1969.0,United States
http://www.wikidata.org/entity/Q237143,Hanan Ashrawi,1946-10-08 00:00:00+00:00,1946.0,,,Palestine,1981.0,Palestine
http://www.wikidata.org/entity/Q238840,Richard Anderson Falk,1930-11-13 00:00:00+00:00,1930.0,,,United States,1965.0,United States
http://www.wikidata.org/entity/Q241106,Yoani Sánchez,1975-09-04 00:00:00+00:00,1975.0,,,Cuba,2010.0,Cuba
http://www.wikidata.org/entity/Q251012,Álvaro Gil-Robles,1944-09-09 00:00:00+00:00,1944.0,,,Spain,1979.0,Spain
http://www.wikidata.org/entity/Q251012,Álvaro Gil-Robles,1944-09-09 00:00:00+00:00,1944.0,,,Portugal,1979.0,Portugal
http://www.wikidata.org/entity/Q257926,Princess Elizabeth of Serbia,1936-04-07 00:00:00+00:00,1936.0,,,Kingdom of Yugoslavia,1971.0,Serbia
http://www.wikidata.org/entity/Q262354,Taraneh Javanbakht,1974-05-12 00:00:00+00:00,1974.0,,,Canada,2009.0,Canada
http://www.wikidata.org/entity/Q262354,Taraneh Javanbakht,1974-05-12 00:00:00+00:00,1974.0,,,Iran,2009.0,Iran
http://www.wikidata.org/entity/Q262364,Sima Samar,1957-02-03 00:00:00+00:00,1957.0,,,Afghanistan,1992.0,Afghanistan
http://www.wikidata.org/entity/Q262805,Lydia Cacho,1963-04-12 00:00:00+00:00,1963.0,,,Mexico,1998.0,Mexico
http://www.wikidata.org/entity/Q265709,Xiao Qiang,1961-11-19 00:00:00+00:00,1961.0,,,People's Republic of China,1996.0,China
http://www.wikidata.org/entity/Q266327,Somaly Mam,1970-01-01 00:00:00+00:00,1970.0,,,Cambodia,2005.0,Cambodia
http://www.wikidata.org/entity/Q266661,Lyudmila Ulitskaya,1943-02-21 00:00:00+00:00,1943.0,,,Russia,1978.0,Russia
http://www.wikidata.org/entity/Q266661,Lyudmila Ulitskaya,1943-02-21 00:00:00+00:00,1943.0,,,Soviet Union,1978.0,Russia
http://www.wikidata.org/entity/Q270115,Nurit Peled-Elhanan,1949-05-17 00:00:00+00:00,1949.0,,,Israel,1984.0,Israel
http://www.wikidata.org/entity/Q272067,Biljana Srbljanović,1970-10-15 00:00:00+00:00,1970.0,,,Serbia,2005.0,Serbia
http://www.wikidata.org/entity/Q273909,Lee Soon-ok,1947-01-01 00:00:00+00:00,1947.0,,,South Korea,1982.0,South Korea
http://www.wikidata.org/entity/Q277272,Mary Shanthi Dairiam,1939-09-17 00:00:00+00:00,1939.0,,,Malaysia,1974.0,Malaysia
http://www.wikidata.org/entity/Q283559,Rajagopal P. V.,1948-01-01 00:00:00+00:00,1948.0,,,India,1983.0,India
http://www.wikidata.org/entity/Q289706,Asmaa Mahfouz,1985-02-01 00:00:00+00:00,1985.0,,,Egypt,2020.0,Egypt
http://www.wikidata.org/entity/Q290428,Helen Prejean,1939-04-21 00:00:00+00:00,1939.0,,,United States,1974.0,United States
http://www.wikidata.org/entity/Q292611,Marta Beatriz Roque,1945-05-16 00:00:00+00:00,1945.0,,,Spain,1980.0,Spain
http://www.wikidata.org/entity/Q292611,Marta Beatriz Roque,1945-05-16 00:00:00+00:00,1945.0,,,Cuba,1980.0,Cuba
http://www.wikidata.org/entity/Q298133,Rebiya Kadeer,1947-01-21 00:00:00+00:00,1947.0,,,People's Republic of China,1982.0,China
http://www.wikidata.org/entity/Q298437,Anna Easteden,1976-11-29 00:00:00+00:00,1976.0,,,United States,2011.0,United States
http://www.wikidata.org/entity/Q298437,Anna Easteden,1976-11-29 00:00:00+00:00,1976.0,,,Finland,2011.0,Finland
http://www.wikidata.org/entity/Q299652,Estela Barnes de Carlotto,1930-10-22 00:00:00+00:00,1930.0,,,Argentina,1965.0,Argentina
http://www.wikidata.org/entity/Q308248,Abdolfattah Soltani,1953-11-02 00:00:00+00:00,1953.0,,,Iran,1988.0,Iran
http://www.wikidata.org/entity/Q152441,Janusz Korczak,1878-07-22 00:00:00+00:00,1878.0,1942-08-07 00:00:00+00:00,1942.0,Second Polish Republic,1913.0,Poland
http://www.wikidata.org/entity/Q152824,Susan Sontag,1933-01-16 00:00:00+00:00,1933.0,2004-12-28 00:00:00+00:00,2004.0,United States,1968.0,United States
http://www.wikidata.org/entity/Q158060,W. E. B. Du Bois,1868-02-23 00:00:00+00:00,1868.0,1963-08-27 00:00:00+00:00,1963.0,United States,1903.0,United States
http://www.wikidata.org/entity/Q158060,W. E. B. Du Bois,1868-02-23 00:00:00+00:00,1868.0,1963-08-27 00:00:00+00:00,1963.0,Ghana,1903.0,Ghana
http://www.wikidata.org/entity/Q160717,Tom Lantos,1928-02-01 00:00:00+00:00,1928.0,2008-02-11 00:00:00+00:00,2008.0,Hungary,1963.0,Hungary
http://www.wikidata.org/entity/Q160717,Tom Lantos,1928-02-01 00:00:00+00:00,1928.0,2008-02-11 00:00:00+00:00,2008.0,United States,1963.0,United States
http://www.wikidata.org/entity/Q164309,Fazu Aliyeva,1932-12-05 00:00:00+00:00,1932.0,2016-01-01 00:00:00+00:00,2016.0,Russia,1967.0,Russia
http://www.wikidata.org/entity/Q164309,Fazu Aliyeva,1932-12-05 00:00:00+00:00,1932.0,2016-01-01 00:00:00+00:00,2016.0,Soviet Union,1967.0,Russia
http://www.wikidata.org/entity/Q165602,Sergei Yushenkov,1950-06-27 00:00:00+00:00,1950.0,2003-04-17 00:00:00+00:00,2003.0,Russia,1985.0,Russia
http://www.wikidata.org/entity/Q165602,Sergei Yushenkov,1950-06-27 00:00:00+00:00,1950.0,2003-04-17 00:00:00+00:00,2003.0,Soviet Union,1985.0,Russia
http://www.wikidata.org/entity/Q166641,Alexander Ginzburg,1936-11-21 00:00:00+00:00,1936.0,2002-07-19 00:00:00+00:00,2002.0,France,1971.0,France
http://www.wikidata.org/entity/Q166641,Alexander Ginzburg,1936-11-21 00:00:00+00:00,1936.0,2002-07-19 00:00:00+00:00,2002.0,Soviet Union,1971.0,Russia
http://www.wikidata.org/entity/Q168479,Chiara Lubich,1920-01-22 00:00:00+00:00,1920.0,2008-03-14 00:00:00+00:00,2008.0,Italy,1955.0,Italy
http://www.wikidata.org/entity/Q168479,Chiara Lubich,1920-01-22 00:00:00+00:00,1920.0,2008-03-14 00:00:00+00:00,2008.0,Kingdom of Italy,1955.0,Italy
http://www.wikidata.org/entity/Q180989,Jane Addams,1860-09-06 00:00:00+00:00,1860.0,1935-05-22 00:00:00+00:00,1935.0,United States,1895.0,United States
http://www.wikidata.org/entity/Q192245,Susan B. Anthony,1820-02-15 00:00:00+00:00,1820.0,1906-03-13 00:00:00+00:00,1906.0,United States,1855.0,United States
http://www.wikidata.org/entity/Q193346,Henning Mankell,1948-02-03 00:00:00+00:00,1948.0,2015-10-05 00:00:00+00:00,2015.0,Sweden,1983.0,Sweden
http://www.wikidata.org/entity/Q195154,Rachel Corrie,1979-04-10 00:00:00+00:00,1979.0,2003-03-16 00:00:00+00:00,2003.0,United States,2014.0,United States
http://www.wikidata.org/entity/Q201392,Domenico Modugno,1928-01-09 00:00:00+00:00,1928.0,1994-08-06 00:00:00+00:00,1994.0,Italy,1963.0,Italy
http://www.wikidata.org/entity/Q201392,Domenico Modugno,1928-01-09 00:00:00+00:00,1928.0,1994-08-06 00:00:00+00:00,1994.0,Kingdom of Italy,1963.0,Italy
http://www.wikidata.org/entity/Q207416,Bartolomé de Las Casas,,1484.0,,1566.0,Spain,1519.0,Spain
http://www.wikidata.org/entity/Q209826,Hatı Çırpan,1890-01-01 00:00:00+00:00,1890.0,1956-03-21 00:00:00+00:00,1956.0,Turkey,1925.0,Turkey
http://www.wikidata.org/entity/Q211519,Emmeline Pankhurst,1858-07-15 00:00:00+00:00,1858.0,1928-06-14 00:00:00+00:00,1928.0,United Kingdom,1893.0,United Kingdom
http://www.wikidata.org/entity/Q211519,Emmeline Pankhurst,1858-07-15 00:00:00+00:00,1858.0,1928-06-14 00:00:00+00:00,1928.0,United Kingdom of Great Britain and Ireland,1893.0,United Kingdom
http://www.wikidata.org/entity/Q212190,Jehan Sadat,1933-07-29 00:00:00+00:00,1933.0,2021-07-09 00:00:00+00:00,2021.0,Egypt,1968.0,Egypt
http://www.wikidata.org/entity/Q212190,Jehan Sadat,1933-07-29 00:00:00+00:00,1933.0,2021-07-09 00:00:00+00:00,2021.0,Kingdom of Egypt,1968.0,Egypt
http://www.wikidata.org/entity/Q212190,Jehan Sadat,1933-07-29 00:00:00+00:00,1933.0,2021-07-09 00:00:00+00:00,2021.0,United Arab Republic,1968.0,Egypt
http://www.wikidata.org/entity/Q212190,Jehan Sadat,1933-07-29 00:00:00+00:00,1933.0,2021-07-09 00:00:00+00:00,2021.0,Republic of Egypt,1968.0,Egypt
http://www.wikidata.org/entity/Q231690,B. R. Ambedkar,1891-04-14 00:00:00+00:00,1891.0,1956-12-06 00:00:00+00:00,1956.0,India,1926.0,India
http://www.wikidata.org/entity/Q231690,B. R. Ambedkar,1891-04-14 00:00:00+00:00,1891.0,1956-12-06 00:00:00+00:00,1956.0,British Raj,1926.0,India
http://www.wikidata.org/entity/Q234338,Iris Chang,1968-03-28 00:00:00+00:00,1968.0,2004-11-09 00:00:00+00:00,2004.0,United States,2003.0,United States
http://www.wikidata.org/entity/Q234572,Elizabeth Blackwell,1821-02-03 00:00:00+00:00,1821.0,1910-05-31 00:00:00+00:00,1910.0,United States,1856.0,United States
http://www.wikidata.org/entity/Q234572,Elizabeth Blackwell,1821-02-03 00:00:00+00:00,1821.0,1910-05-31 00:00:00+00:00,1910.0,United Kingdom of Great Britain and Ireland,1856.0,United Kingdom
http://www.wikidata.org/entity/Q237533,Natalya Estemirova,1958-02-28 00:00:00+00:00,1958.0,2009-07-15 00:00:00+00:00,2009.0,Russia,1993.0,Russia
http://www.wikidata.org/entity/Q237533,Natalya Estemirova,1958-02-28 00:00:00+00:00,1958.0,2009-07-15 00:00:00+00:00,2009.0,Soviet Union,1993.0,Russia
