item,itemLabel,instanceLabel,subclassLabel,birthDate,inceptionDate,startTime,pointInTime,publicationDate,mainYear,countryLabel,citizenshipLabel
http://www.wikidata.org/entity/Q192245,Susan B. Anthony,human,,1820-02-15T00:00:00Z,,,,,1820,,United States
http://www.wikidata.org/entity/Q41451039,John J. Smith,human,,1820-11-02T00:00:00Z,,,,,1820,,United States
http://www.wikidata.org/entity/Q64685622,Mabel Sharman Crawford,human,,1820-06-03T00:00:00Z,,,,,1820,,Ireland
http://www.wikidata.org/entity/Q8016572,William Parker,human,,1821-01-01T00:00:00Z,,,,,1821,,United States
http://www.wikidata.org/entity/Q23758931,J. Rufus Bratton,human,,1821-11-12T00:00:00Z,,,,,1821,,United States
http://www.wikidata.org/entity/Q720220,Román Baldorioty de Castro,human,,1822-02-23T00:00:00Z,,,,,1822,,Spain
http://www.wikidata.org/entity/Q11952933,Moresby Treaty,treaty,,,,,1822-09-01T00:00:00Z,,1822,,
http://www.wikidata.org/entity/Q18526333,Agnes Pochin,human,,1825-01-01T00:00:00Z,,,,,1825,,United Kingdom of Great Britain and Ireland
http://www.wikidata.org/entity/Q19407756,William M. Mitchell,human,,1826-01-01T00:00:00Z,,,,,1826,,United States
http://www.wikidata.org/entity/Q6804574,Mechanics' Union of Trade Associations,labor union,,,1827-01-01T00:00:00Z,,,,1827,United States,
http://www.wikidata.org/entity/Q16031405,Mary Stafford Anthony,human,,1827-04-02T00:00:00Z,,,,,1827,,United States
http://www.wikidata.org/entity/Q20710824,William Troy,human,,1827-03-10T00:00:00Z,,,,,1827,,
http://www.wikidata.org/entity/Q12091,Henry Dunant,human,,1828-05-08T00:00:00Z,,,,,1828,,Switzerland
http://www.wikidata.org/entity/Q12091,Henry Dunant,human,,1828-05-08T00:00:00Z,,,,,1828,,France
http://www.wikidata.org/entity/Q2519192,Indian removal,ethnic cleansing,,,,1830-01-01T00:00:00Z,,,1830,United States,
http://www.wikidata.org/entity/Q2519192,Indian removal,deportation,,,,1830-01-01T00:00:00Z,,,1830,United States,
http://www.wikidata.org/entity/Q2519192,Indian removal,forced displacement,,,,1830-01-01T00:00:00Z,,,1830,United States,
http://www.wikidata.org/entity/Q2418031,Mary Edwards Walker,human,,1832-11-26T00:00:00Z,,,,,1832,,United States
http://www.wikidata.org/entity/Q463369,American Anti-Slavery Society,organization,,,1833-01-01T00:00:00Z,,,,1833,United States,
http://www.wikidata.org/entity/Q487420,Slavery Abolition Act 1833,ban of involuntary servitude,,,,,,1833-01-01T00:00:00Z,1833,United Kingdom of Great Britain and Ireland,
http://www.wikidata.org/entity/Q487420,Slavery Abolition Act 1833,Public General Act of the Parliament of the United Kingdom,,,,,,1833-01-01T00:00:00Z,1833,United Kingdom of Great Britain and Ireland,
http://www.wikidata.org/entity/Q7182673,Philadelphia Female Anti-Slavery Society,organization,,,1833-12-01T00:00:00Z,,,,1833,,
http://www.wikidata.org/entity/Q6537048,Lewis Sheridan Leary,human,,1835-03-17T00:00:00Z,,,,,1835,,United States
http://www.wikidata.org/entity/Q6679221,Lord Eliot Convention,treaty,,,,,1835-04-27T00:00:00Z,,1835,,
http://www.wikidata.org/entity/Q322981,Aborigines' Protection Society,organization,,,1837-01-01T00:00:00Z,,,,1837,United Kingdom,
http://www.wikidata.org/entity/Q18086799,Henry Richard Fox Bourne,human,,1837-12-24T00:00:00Z,,,,,1837,,United Kingdom of Great Britain and Ireland
http://www.wikidata.org/entity/Q47539524,1838 Jesuit slave sale,interregional slave trade,,,,,1838-06-19T00:00:00Z,,1838,United States,
http://www.wikidata.org/entity/Q47539524,1838 Jesuit slave sale,financial transaction,,,,,1838-06-19T00:00:00Z,,1838,United States,
http://www.wikidata.org/entity/Q47539524,1838 Jesuit slave sale,interregional slave trade,,,,,1838-11-01T00:00:00Z,,1838,United States,
http://www.wikidata.org/entity/Q47539524,1838 Jesuit slave sale,financial transaction,,,,,1838-11-01T00:00:00Z,,1838,United States,
http://www.wikidata.org/entity/Q495040,Anti-Slavery International,nonprofit organization,,,1839-01-01T00:00:00Z,,,,1839,United Kingdom,
http://www.wikidata.org/entity/Q495040,Anti-Slavery International,charitable organization,,,1839-01-01T00:00:00Z,,,,1839,United Kingdom,
http://www.wikidata.org/entity/Q1654098,Ludovic Trarieux,human,,1840-11-30T00:00:00Z,,,,,1840,,France
http://www.wikidata.org/entity/Q21665058,James Milton Turner,human,,1840-01-01T00:00:00Z,,,,,1840,,United States
http://www.wikidata.org/entity/Q27576465,Charlotte Bolles Anthony,human,,1841-08-18T00:00:00Z,,,,,1841,,United States
http://www.wikidata.org/entity/Q2904743,"Narrative of the Life of Frederick Douglass, an American Slave","version, edition or translation",,,,,,1845-01-01T00:00:00Z,1845,,
http://www.wikidata.org/entity/Q58815494,Berry Washington,human,,1845-01-01T00:00:00Z,,,,,1845,,United States
http://www.wikidata.org/entity/Q18889879,Théodore de Korwin Szymanowski,human,,1846-07-04T00:00:00Z,,,,,1846,,Poland
http://www.wikidata.org/entity/Q18889879,Théodore de Korwin Szymanowski,human,,1846-07-04T00:00:00Z,,,,,1846,,Russian Empire
http://www.wikidata.org/entity/Q2736155,Seneca Falls Convention,convention,,,,1848-07-19T00:00:00Z,,,1848,,
http://www.wikidata.org/entity/Q4156977,Declaration of Sentiments,document,manifesto,,1848-01-01T00:00:00Z,,,,1848,,
http://www.wikidata.org/entity/Q28134678,Rochester Women's Rights Convention of 1848,convention,,,,,1848-08-02T00:00:00Z,,1848,,
http://www.wikidata.org/entity/Q63040053,Redoshi,human,,1848-01-01T00:00:00Z,,,,,1848,,
http://www.wikidata.org/entity/Q3258180,Eusébio de Queirós Law,statute,,,,,,1850-09-04T00:00:00Z,1850,Brazil,
http://www.wikidata.org/entity/Q28135283,Act for the Government and Protection of Indians,statute,,,,,,1850-04-22T00:00:00Z,1850,United States,
http://www.wikidata.org/entity/Q28135283,Act for the Government and Protection of Indians,California statute,,,,,,1850-04-22T00:00:00Z,1850,United States,
http://www.wikidata.org/entity/Q28135283,Act for the Government and Protection of Indians,vagrancy law,,,,,,1850-04-22T00:00:00Z,1850,United States,
http://www.wikidata.org/entity/Q7405218,Sally Maria Diggs,human,,1851-01-01T00:00:00Z,,,,,1851,,
http://www.wikidata.org/entity/Q690462,Dred Scott v. Sandford,court decision,,,,,,1857-03-06T00:00:00Z,1857,United States,
http://www.wikidata.org/entity/Q690462,Dred Scott v. Sandford,legal case,,,,,,1857-03-06T00:00:00Z,1857,United States,
http://www.wikidata.org/entity/Q690462,Dred Scott v. Sandford,freedom suit,,,,,,1857-03-06T00:00:00Z,1857,United States,
http://www.wikidata.org/entity/Q690462,Dred Scott v. Sandford,United States Supreme Court decision,,,,,,1857-03-06T00:00:00Z,1857,United States,
http://www.wikidata.org/entity/Q211519,Emmeline Pankhurst,human,,1858-07-15T00:00:00Z,,,,,1858,,United Kingdom
http://www.wikidata.org/entity/Q211519,Emmeline Pankhurst,human,,1858-07-15T00:00:00Z,,,,,1858,,United Kingdom of Great Britain and Ireland
http://www.wikidata.org/entity/Q27460714,Peter Weddick Moore,human,,1858-01-01T00:00:00Z,,,,,1858,,United States
http://www.wikidata.org/entity/Q47520336,Granville Pearl Aikman,human,,1858-12-26T00:00:00Z,,,,,1858,,United States
http://www.wikidata.org/entity/Q7279157,Rachel Berry,human,,1859-03-11T00:00:00Z,,,,,1859,,United States
http://www.wikidata.org/entity/Q67445159,Edith Palliser,human,,1859-12-22T00:00:00Z,,,,,1859,,United Kingdom
http://www.wikidata.org/entity/Q67445159,Edith Palliser,human,,1859-12-22T00:00:00Z,,,,,1859,,United Kingdom of Great Britain and Ireland
http://www.wikidata.org/entity/Q24191110,The Great Slave Auction,African slave trade,,,,,1859-03-01T00:00:00Z,,1859,United States,
http://www.wikidata.org/entity/Q22338526,Florida Ruffin Ridley,human,,1861-01-29T00:00:00Z,,,,,1861,,United States
http://www.wikidata.org/entity/Q6248987,"John Mitchell, Jr.",human,,1863-07-11T00:00:00Z,,,,,1863,,United States
http://www.wikidata.org/entity/Q8030656,Woman's National Loyal League,organization,,,1863-01-01T00:00:00Z,,,,1863,,
http://www.wikidata.org/entity/Q15996433,Harry Clay Smith,human,,1863-01-28T00:00:00Z,,,,,1863,,United States
http://www.wikidata.org/entity/Q5987345,International Committee of the Red Cross,international non-governmental organization,,,1863-02-17T00:00:00Z,,,,1863,Switzerland,
http://www.wikidata.org/entity/Q18671659,Janet Case,human,,1863-01-01T00:00:00Z,,,,,1863,,United Kingdom
http://www.wikidata.org/entity/Q18169424,Emmanuel Mzumbo Lazare,human,,1864-01-01T00:00:00Z,,,,,1864,,Trinidad and Tobago
http://www.wikidata.org/entity/Q18576723,Mary Galway,human,,1864-01-01T00:00:00Z,,,,,1864,,
http://www.wikidata.org/entity/Q23041615,Marquesa del Ter,human,,1864-09-01T00:00:00Z,,,,,1864,,France
http://www.wikidata.org/entity/Q24939367,Rukhmabai,human,,1864-11-22T00:00:00Z,,,,,1864,,India
http://www.wikidata.org/entity/Q24939367,Rukhmabai,human,,1864-11-22T00:00:00Z,,,,,1864,,British Raj
http://www.wikidata.org/entity/Q24939367,Rukhmabai,human,,1864-11-22T00:00:00Z,,,,,1864,,Dominion of India
http://www.wikidata.org/entity/Q175613,Thirteenth Amendment to the United States Constitution,constitutional amendment,,,1865-01-01T00:00:00Z,,,,1865,United States,
http://www.wikidata.org/entity/Q6547481,Lila Meade Valentine,human,,1865-01-01T00:00:00Z,,,,,1865,,United States
http://www.wikidata.org/entity/Q6759761,Margaret Murray Washington,human,,1865-03-09T00:00:00Z,,,,,1865,,United States
http://www.wikidata.org/entity/Q7096242,Open Spaces Society,advocacy group,,,1865-01-01T00:00:00Z,,,,1865,United Kingdom,
http://www.wikidata.org/entity/Q7096242,Open Spaces Society,charitable organization,,,1865-01-01T00:00:00Z,,,,1865,United Kingdom,
http://www.wikidata.org/entity/Q29467716,United States House Committee on Freedmen’s Affairs,United States congressional select or special committee,,,1865-12-06T00:00:00Z,,,,1865,United States,
http://www.wikidata.org/entity/Q48445246,Sadie Chandler Cole,human,,1865-01-01T00:00:00Z,,,,,1865,,United States
http://www.wikidata.org/entity/Q52882111,Tomekichi Homma,human,,1865-01-01T00:00:00Z,,,,,1865,,
http://www.wikidata.org/entity/Q772863,Carlos Montezuma,human,,1866-01-01T00:00:00Z,,,,,1866,,United States
http://www.wikidata.org/entity/Q18352712,Marie Gahéry,human,,1867-01-01T00:00:00Z,,,,,1867,,
http://www.wikidata.org/entity/Q188116,Fourteenth Amendment to the United States Constitution,law,,,1868-01-01T00:00:00Z,,,,1868,United States,
http://www.wikidata.org/entity/Q188116,Fourteenth Amendment to the United States Constitution,constitutional amendment,,,1868-01-01T00:00:00Z,,,,1868,United States,
http://www.wikidata.org/entity/Q11561116,Shimizu Shikin,human,,1868-01-01T00:00:00Z,,,,,1868,,Japan
http://www.wikidata.org/entity/Q1001,Mahatma Gandhi,human,,1869-10-02T00:00:00Z,,,,,1869,,India
http://www.wikidata.org/entity/Q8019035,William T. B. Williams,human,,1869-07-03T00:00:00Z,,,,,1869,,United States
http://www.wikidata.org/entity/Q42326778,Kake War,war,,,,,1869-02-01T00:00:00Z,,1869,,
http://www.wikidata.org/entity/Q43401353,Wrangell Bombardment,bombardment,,,,1869-12-25T00:00:00Z,1869-01-01T00:00:00Z,,1869,,
http://www.wikidata.org/entity/Q66818911,Isa Macnie,human,,1869-08-09T00:00:00Z,,,,,1869,,Ireland
http://www.wikidata.org/entity/Q191614,Fifteenth Amendment to the United States Constitution,constitutional amendment,,,1870-01-01T00:00:00Z,,,,1870,United States,
http://www.wikidata.org/entity/Q16595090,Alice Seeley Harris,human,,1870-05-24T00:00:00Z,,,,,1870,,United Kingdom
http://www.wikidata.org/entity/Q16595090,Alice Seeley Harris,human,,1870-05-24T00:00:00Z,,,,,1870,,United Kingdom of Great Britain and Ireland
http://www.wikidata.org/entity/Q48703098,Fredericka Douglass Sprague Perry,human,,1872-08-09T00:00:00Z,,,,,1872,,United States
http://www.wikidata.org/entity/Q52564334,lynching of David Jones,lynching,,,,,1872-03-25T00:00:00Z,,1872,United States,
http://www.wikidata.org/entity/Q10501268,Married Woman's Property Rights Association,women's rights organization,,,1873-01-01T00:00:00Z,,,,1873,Sweden,
http://www.wikidata.org/entity/Q24246107,Edith Alice Waterworth,human,,1873-10-18T00:00:00Z,,,,,1873,,Australia
http://www.wikidata.org/entity/Q6239439,John Harris,human,,1874-07-29T00:00:00Z,,,,,1874,,United Kingdom
http://www.wikidata.org/entity/Q6239439,John Harris,human,,1874-07-29T00:00:00Z,,,,,1874,,United Kingdom of Great Britain and Ireland
http://www.wikidata.org/entity/Q29386931,Nellie Griswold Francis,human,,1874-11-07T00:00:00Z,,,,,1874,,United States
http://www.wikidata.org/entity/Q46995413,Pauline Adams,human,,1874-06-29T00:00:00Z,,,,,1874,,United States
http://www.wikidata.org/entity/Q66851265,Marie Johnson,human,,1874-12-24T00:00:00Z,,,,,1874,,Ireland
http://www.wikidata.org/entity/Q21979686,Henry Devenish Harben,human,,1874-05-26T00:00:00Z,,,,,1874,,United Kingdom
http://www.wikidata.org/entity/Q21979686,Henry Devenish Harben,human,,1874-05-26T00:00:00Z,,,,,1874,,United Kingdom of Great Britain and Ireland
http://www.wikidata.org/entity/Q23765923,Roberta Fulbright,human,,1874-02-14T00:00:00Z,,,,,1874,,United States
http://www.wikidata.org/entity/Q67016848,Helen Laird,human,,1874-04-12T00:00:00Z,,,,,1874,,Ireland
http://www.wikidata.org/entity/Q25058442,Q25058442,organization,,,1874-01-01T00:00:00Z,,,,1874,United Kingdom,
http://www.wikidata.org/entity/Q25058442,Q25058442,publishing company,,,1874-01-01T00:00:00Z,,,,1874,United Kingdom,
