person,personLabel,birthDate,birthYear,deathDate,deathYear,citizenshipLabel
http://www.wikidata.org/entity/Q127304,Salima Ghezali,1958-01-01T00:00:00Z,1958,,,Algeria
http://www.wikidata.org/entity/Q131152,Shirin Ebadi,1947-06-21T00:00:00Z,1947,,,Iran
http://www.wikidata.org/entity/Q989,John Paul II,1920-05-18T00:00:00Z,1920,2005-04-02T00:00:00Z,2005,Poland
http://www.wikidata.org/entity/Q997,Andrei Sakharov,1921-05-21T00:00:00Z,1921,1989-12-14T00:00:00Z,1989,Soviet Union
http://www.wikidata.org/entity/Q997,Andrei Sakharov,1921-05-21T00:00:00Z,1921,1989-12-14T00:00:00Z,1989,Russian Socialist Federative Soviet Republic
http://www.wikidata.org/entity/Q1480,Corazon Aquino,1933-01-25T00:00:00Z,1933,2009-08-01T00:00:00Z,2009,Philippines
http://www.wikidata.org/entity/Q8027,Martin Luther King Jr.,1929-01-15T00:00:00Z,1929,1968-04-04T00:00:00Z,1968,United States
http://www.wikidata.org/entity/Q13021,Vinoba Bhave,1895-09-11T00:00:00Z,1895,1982-11-15T00:00:00Z,1982,India
http://www.wikidata.org/entity/Q13021,Vinoba Bhave,1895-09-11T00:00:00Z,1895,1982-11-15T00:00:00Z,1982,British Raj
http://www.wikidata.org/entity/Q17141,Harvey Milk,1930-05-22T00:00:00Z,1930,1978-11-27T00:00:00Z,1978,United States
http://www.wikidata.org/entity/Q19526,Maya Angelou,1928-04-04T00:00:00Z,1928,2014-05-28T00:00:00Z,2014,United States
http://www.wikidata.org/entity/Q23685,Jimmy Carter,1924-10-01T00:00:00Z,1924,2024-12-29T00:00:00Z,2024,United States
http://www.wikidata.org/entity/Q25649,Saul Alinsky,1909-01-30T00:00:00Z,1909,1972-06-12T00:00:00Z,1972,United States
http://www.wikidata.org/entity/Q29365,Mutsuko Miki,1917-07-31T00:00:00Z,1917,2012-07-31T00:00:00Z,2012,Japan
http://www.wikidata.org/entity/Q36233,Václav Havel,1936-10-05T00:00:00Z,1936,2011-12-18T00:00:00Z,2011,Czech Republic
http://www.wikidata.org/entity/Q36233,Václav Havel,1936-10-05T00:00:00Z,1936,2011-12-18T00:00:00Z,2011,Czechoslovakia
http://www.wikidata.org/entity/Q41166,Jonathan Swift,1667-11-30T00:00:00Z,1667,1745-10-19T00:00:00Z,1745,Kingdom of Ireland
http://www.wikidata.org/entity/Q41617,Liu Xiaobo,1955-12-28T00:00:00Z,1955,2017-07-13T00:00:00Z,2017,People's Republic of China
http://www.wikidata.org/entity/Q41921,Rosa Parks,1913-02-04T00:00:00Z,1913,2005-10-24T00:00:00Z,2005,United States
http://www.wikidata.org/entity/Q43033,Desmond Tutu,1931-10-07T00:00:00Z,1931,2021-12-26T00:00:00Z,2021,South Africa
http://www.wikidata.org/entity/Q43303,Malcolm X,1925-05-19T00:00:00Z,1925,1965-02-21T00:00:00Z,1965,United States
http://www.wikidata.org/entity/Q43776,Willi Resetarits,1948-12-21T00:00:00Z,1948,2022-04-24T00:00:00Z,2022,Austria
http://www.wikidata.org/entity/Q45380,John Lewis,1940-02-21T00:00:00Z,1940,2020-07-17T00:00:00Z,2020,United States
http://www.wikidata.org/entity/Q48779,Ukshin Hoti,1943-06-17T00:00:00Z,1943,1999-01-01T00:00:00Z,1999,Serbia
http://www.wikidata.org/entity/Q48779,Ukshin Hoti,1943-06-17T00:00:00Z,1943,1999-01-01T00:00:00Z,1999,Yugoslavia
http://www.wikidata.org/entity/Q52433,Minnie Bruce Pratt,1946-09-12T00:00:00Z,1946,2023-07-02T00:00:00Z,2023,United States
http://www.wikidata.org/entity/Q53433,Boris Pustyntsev,1935-06-02T00:00:00Z,1935,2014-03-04T00:00:00Z,2014,Russia
http://www.wikidata.org/entity/Q53433,Boris Pustyntsev,1935-06-02T00:00:00Z,1935,2014-03-04T00:00:00Z,2014,Soviet Union
http://www.wikidata.org/entity/Q55775,Alina Margolis-Edelman,1922-04-18T00:00:00Z,1922,2008-03-23T00:00:00Z,2008,Poland
http://www.wikidata.org/entity/Q57762,Morgan Tsvangirai,1952-03-10T00:00:00Z,1952,2018-02-14T00:00:00Z,2018,Zimbabwe
http://www.wikidata.org/entity/Q57762,Morgan Tsvangirai,1952-03-10T00:00:00Z,1952,2018-02-14T00:00:00Z,2018,Rhodesia
http://www.wikidata.org/entity/Q57762,Morgan Tsvangirai,1952-03-10T00:00:00Z,1952,2018-02-14T00:00:00Z,2018,Federation of Rhodesia and Nyasaland
http://www.wikidata.org/entity/Q57762,Morgan Tsvangirai,1952-03-10T00:00:00Z,1952,2018-02-14T00:00:00Z,2018,Southern Rhodesia
http://www.wikidata.org/entity/Q57762,Morgan Tsvangirai,1952-03-10T00:00:00Z,1952,2018-02-14T00:00:00Z,2018,Zimbabwe Rhodesia
http://www.wikidata.org/entity/Q58073,Héctor Timerman,1953-12-16T00:00:00Z,1953,2018-12-30T00:00:00Z,2018,Argentina
http://www.wikidata.org/entity/Q60887,Jeremy Bentham,1748-02-15T00:00:00Z,1748,1832-06-06T00:00:00Z,1832,France
http://www.wikidata.org/entity/Q60887,Jeremy Bentham,1748-02-15T00:00:00Z,1748,1832-06-06T00:00:00Z,1832,Kingdom of Great Britain
http://www.wikidata.org/entity/Q60887,Jeremy Bentham,1748-02-15T00:00:00Z,1748,1832-06-06T00:00:00Z,1832,United Kingdom of Great Britain and Ireland
http://www.wikidata.org/entity/Q62430,Emilie Schindler,1907-10-22T00:00:00Z,1907,2001-10-05T00:00:00Z,2001,Austria
http://www.wikidata.org/entity/Q62430,Emilie Schindler,1907-10-22T00:00:00Z,1907,2001-10-05T00:00:00Z,2001,Germany
http://www.wikidata.org/entity/Q65911,Harry Schwarz,1924-05-13T00:00:00Z,1924,2010-02-05T00:00:00Z,2010,Germany
http://www.wikidata.org/entity/Q65911,Harry Schwarz,1924-05-13T00:00:00Z,1924,2010-02-05T00:00:00Z,2010,South Africa
http://www.wikidata.org/entity/Q66162,Thomas Szasz,1920-04-15T00:00:00Z,1920,2012-09-08T00:00:00Z,2012,Hungary
http://www.wikidata.org/entity/Q66162,Thomas Szasz,1920-04-15T00:00:00Z,1920,2012-09-08T00:00:00Z,2012,United States
http://www.wikidata.org/entity/Q68126,Felicia Langer,1930-12-09T00:00:00Z,1930,2018-06-21T00:00:00Z,2018,Poland
http://www.wikidata.org/entity/Q68126,Felicia Langer,1930-12-09T00:00:00Z,1930,2018-06-22T00:00:00Z,2018,Poland
http://www.wikidata.org/entity/Q68126,Felicia Langer,1930-12-09T00:00:00Z,1930,2018-06-21T00:00:00Z,2018,Germany
http://www.wikidata.org/entity/Q68126,Felicia Langer,1930-12-09T00:00:00Z,1930,2018-06-22T00:00:00Z,2018,Germany
http://www.wikidata.org/entity/Q68126,Felicia Langer,1930-12-09T00:00:00Z,1930,2018-06-21T00:00:00Z,2018,Israel
http://www.wikidata.org/entity/Q68126,Felicia Langer,1930-12-09T00:00:00Z,1930,2018-06-22T00:00:00Z,2018,Israel
http://www.wikidata.org/entity/Q80900,Pearl S. Buck,1892-06-26T00:00:00Z,1892,1973-03-06T00:00:00Z,1973,United States
http://www.wikidata.org/entity/Q83396,Eleanor Roosevelt,1884-10-11T00:00:00Z,1884,1962-11-07T00:00:00Z,1962,United States
http://www.wikidata.org/entity/Q86264,Gerald Nagler,1929-12-10T00:00:00Z,1929,2022-07-23T00:00:00Z,2022,Sweden
http://www.wikidata.org/entity/Q86264,Gerald Nagler,1929-12-10T00:00:00Z,1929,2022-07-23T00:00:00Z,2022,Austria
http://www.wikidata.org/entity/Q91518,Rüdiger Nehberg,1935-05-04T00:00:00Z,1935,2020-04-01T00:00:00Z,2020,Germany
http://www.wikidata.org/entity/Q98271,Tilman Zülch,1939-09-02T00:00:00Z,1939,2023-03-17T00:00:00Z,2023,Germany
http://www.wikidata.org/entity/Q104656,Helmut Frenz,1933-02-04T00:00:00Z,1933,2011-09-13T00:00:00Z,2011,Germany
http://www.wikidata.org/entity/Q104656,Helmut Frenz,1933-02-04T00:00:00Z,1933,2011-09-13T00:00:00Z,2011,Chile
http://www.wikidata.org/entity/Q107082,Mary Harris Jones,1830-05-01T00:00:00Z,1830,1930-11-30T00:00:00Z,1930,United States
http://www.wikidata.org/entity/Q107082,Mary Harris Jones,1830-05-01T00:00:00Z,1830,1930-11-30T00:00:00Z,1930,United Kingdom of Great Britain and Ireland
http://www.wikidata.org/entity/Q110048,Hedy Epstein,1924-08-15T00:00:00Z,1924,2016-05-26T00:00:00Z,2016,United States
http://www.wikidata.org/entity/Q110048,Hedy Epstein,1924-08-15T00:00:00Z,1924,2016-05-26T00:00:00Z,2016,Germany
http://www.wikidata.org/entity/Q110126,Hrant Dink,1954-09-15T00:00:00Z,1954,2007-01-19T00:00:00Z,2007,Turkey
http://www.wikidata.org/entity/Q113806,Felix Ermacora,1923-10-13T00:00:00Z,1923,1995-02-24T00:00:00Z,1995,Austria
http://www.wikidata.org/entity/Q119546,Howard Zinn,1922-08-24T00:00:00Z,1922,2010-01-27T00:00:00Z,2010,United States
http://www.wikidata.org/entity/Q125780,Doğan Akhanlı,1957-03-18T00:00:00Z,1957,2021-10-31T00:00:00Z,2021,Turkey
http://www.wikidata.org/entity/Q125780,Doğan Akhanlı,1957-03-18T00:00:00Z,1957,2021-10-31T00:00:00Z,2021,Germany
http://www.wikidata.org/entity/Q131240,Anna Politkovskaya,1958-08-30T00:00:00Z,1958,2006-10-07T00:00:00Z,2006,United States
http://www.wikidata.org/entity/Q131240,Anna Politkovskaya,1958-08-30T00:00:00Z,1958,2006-10-07T00:00:00Z,2006,Russia
http://www.wikidata.org/entity/Q131240,Anna Politkovskaya,1958-08-30T00:00:00Z,1958,2006-10-07T00:00:00Z,2006,Soviet Union
http://www.wikidata.org/entity/Q160115,Ai Weiwei,1957-05-18T00:00:00Z,1957,,,People's Republic of China
http://www.wikidata.org/entity/Q160163,Norman Finkelstein,1953-12-08T00:00:00Z,1953,,,United States
http://www.wikidata.org/entity/Q160456,Angela Davis,1944-01-26T00:00:00Z,1944,,,United States
http://www.wikidata.org/entity/Q169289,Anwar al-Bunni,1959-01-01T00:00:00Z,1959,,,Syria
http://www.wikidata.org/entity/Q169289,Anwar al-Bunni,1959-01-01T00:00:00Z,1959,,,Second Syrian Republic
http://www.wikidata.org/entity/Q174573,Zeng Jinyan,1983-10-09T00:00:00Z,1983,,,People's Republic of China
http://www.wikidata.org/entity/Q188620,Rigoberta Menchú,1959-01-09T00:00:00Z,1959,,,Guatemala
http://www.wikidata.org/entity/Q189067,Alyssa Milano,1972-12-19T00:00:00Z,1972,,,United States
http://www.wikidata.org/entity/Q202725,Mia Farrow,1945-02-09T00:00:00Z,1945,,,United States
http://www.wikidata.org/entity/Q211239,Jody Williams,1950-10-09T00:00:00Z,1950,,,United States
http://www.wikidata.org/entity/Q224639,Lee Jung-hee,1969-12-22T00:00:00Z,1969,,,South Korea
http://www.wikidata.org/entity/Q230874,Anna Hazare,1937-06-15T00:00:00Z,1937,,,India
http://www.wikidata.org/entity/Q231178,Gloria Steinem,1934-03-25T00:00:00Z,1934,,,United States
http://www.wikidata.org/entity/Q237143,Hanan Ashrawi,1946-10-08T00:00:00Z,1946,,,Palestine
http://www.wikidata.org/entity/Q238840,Richard Anderson Falk,1930-11-13T00:00:00Z,1930,,,United States
http://www.wikidata.org/entity/Q241106,Yoani Sánchez,1975-09-04T00:00:00Z,1975,,,Cuba
http://www.wikidata.org/entity/Q251012,Álvaro Gil-Robles,1944-09-09T00:00:00Z,1944,,,Spain
http://www.wikidata.org/entity/Q251012,Álvaro Gil-Robles,1944-09-09T00:00:00Z,1944,,,Portugal
http://www.wikidata.org/entity/Q257926,Princess Elizabeth of Serbia,1936-04-07T00:00:00Z,1936,,,Kingdom of Yugoslavia
http://www.wikidata.org/entity/Q262354,Taraneh Javanbakht,1974-05-12T00:00:00Z,1974,,,Canada
http://www.wikidata.org/entity/Q262354,Taraneh Javanbakht,1974-05-12T00:00:00Z,1974,,,Iran
http://www.wikidata.org/entity/Q262364,Sima Samar,1957-02-03T00:00:00Z,1957,,,Afghanistan
http://www.wikidata.org/entity/Q262805,Lydia Cacho,1963-04-12T00:00:00Z,1963,,,Mexico
http://www.wikidata.org/entity/Q265709,Xiao Qiang,1961-11-19T00:00:00Z,1961,,,People's Republic of China
http://www.wikidata.org/entity/Q266327,Somaly Mam,1970-01-01T00:00:00Z,1970,,,Cambodia
http://www.wikidata.org/entity/Q266661,Lyudmila Ulitskaya,1943-02-21T00:00:00Z,1943,,,Russia
http://www.wikidata.org/entity/Q266661,Lyudmila Ulitskaya,1943-02-21T00:00:00Z,1943,,,Soviet Union
http://www.wikidata.org/entity/Q270115,Nurit Peled-Elhanan,1949-05-17T00:00:00Z,1949,,,Israel
http://www.wikidata.org/entity/Q272067,Biljana Srbljanović,1970-10-15T00:00:00Z,1970,,,Serbia
http://www.wikidata.org/entity/Q273909,Lee Soon-ok,1947-01-01T00:00:00Z,1947,,,South Korea
http://www.wikidata.org/entity/Q277272,Mary Shanthi Dairiam,1939-09-17T00:00:00Z,1939,,,Malaysia
http://www.wikidata.org/entity/Q283559,Rajagopal P. V.,1948-01-01T00:00:00Z,1948,,,India
http://www.wikidata.org/entity/Q289706,Asmaa Mahfouz,1985-02-01T00:00:00Z,1985,,,Egypt
http://www.wikidata.org/entity/Q290428,Helen Prejean,1939-04-21T00:00:00Z,1939,,,United States
http://www.wikidata.org/entity/Q292611,Marta Beatriz Roque,1945-05-16T00:00:00Z,1945,,,Spain
http://www.wikidata.org/entity/Q292611,Marta Beatriz Roque,1945-05-16T00:00:00Z,1945,,,Cuba
http://www.wikidata.org/entity/Q298133,Rebiya Kadeer,1947-01-21T00:00:00Z,1947,,,People's Republic of China
http://www.wikidata.org/entity/Q298437,Anna Easteden,1976-11-29T00:00:00Z,1976,,,United States
http://www.wikidata.org/entity/Q298437,Anna Easteden,1976-11-29T00:00:00Z,1976,,,Finland
http://www.wikidata.org/entity/Q299652,Estela Barnes de Carlotto,1930-10-22T00:00:00Z,1930,,,Argentina
http://www.wikidata.org/entity/Q308248,Abdolfattah Soltani,1953-11-02T00:00:00Z,1953,,,Iran
http://www.wikidata.org/entity/Q152441,Janusz Korczak,1878-07-22T00:00:00Z,1878,1942-08-07T00:00:00Z,1942,Second Polish Republic
http://www.wikidata.org/entity/Q152824,Susan Sontag,1933-01-16T00:00:00Z,1933,2004-12-28T00:00:00Z,2004,United States
http://www.wikidata.org/entity/Q158060,W. E. B. Du Bois,1868-02-23T00:00:00Z,1868,1963-08-27T00:00:00Z,1963,United States
http://www.wikidata.org/entity/Q158060,W. E. B. Du Bois,1868-02-23T00:00:00Z,1868,1963-08-27T00:00:00Z,1963,Ghana
http://www.wikidata.org/entity/Q160717,Tom Lantos,1928-02-01T00:00:00Z,1928,2008-02-11T00:00:00Z,2008,Hungary
http://www.wikidata.org/entity/Q160717,Tom Lantos,1928-02-01T00:00:00Z,1928,2008-02-11T00:00:00Z,2008,United States
http://www.wikidata.org/entity/Q164309,Fazu Aliyeva,1932-12-05T00:00:00Z,1932,2016-01-01T00:00:00Z,2016,Russia
http://www.wikidata.org/entity/Q164309,Fazu Aliyeva,1932-12-05T00:00:00Z,1932,2016-01-01T00:00:00Z,2016,Soviet Union
http://www.wikidata.org/entity/Q165602,Sergei Yushenkov,1950-06-27T00:00:00Z,1950,2003-04-17T00:00:00Z,2003,Russia
http://www.wikidata.org/entity/Q165602,Sergei Yushenkov,1950-06-27T00:00:00Z,1950,2003-04-17T00:00:00Z,2003,Soviet Union
http://www.wikidata.org/entity/Q166641,Alexander Ginzburg,1936-11-21T00:00:00Z,1936,2002-07-19T00:00:00Z,2002,France
http://www.wikidata.org/entity/Q166641,Alexander Ginzburg,1936-11-21T00:00:00Z,1936,2002-07-19T00:00:00Z,2002,Soviet Union
http://www.wikidata.org/entity/Q168479,Chiara Lubich,1920-01-22T00:00:00Z,1920,2008-03-14T00:00:00Z,2008,Italy
http://www.wikidata.org/entity/Q168479,Chiara Lubich,1920-01-22T00:00:00Z,1920,2008-03-14T00:00:00Z,2008,Kingdom of Italy
http://www.wikidata.org/entity/Q180989,Jane Addams,1860-09-06T00:00:00Z,1860,1935-05-22T00:00:00Z,1935,United States
http://www.wikidata.org/entity/Q192245,Susan B. Anthony,1820-02-15T00:00:00Z,1820,1906-03-13T00:00:00Z,1906,United States
http://www.wikidata.org/entity/Q193346,Henning Mankell,1948-02-03T00:00:00Z,1948,2015-10-05T00:00:00Z,2015,Sweden
http://www.wikidata.org/entity/Q195154,Rachel Corrie,1979-04-10T00:00:00Z,1979,2003-03-16T00:00:00Z,2003,United States
http://www.wikidata.org/entity/Q201392,Domenico Modugno,1928-01-09T00:00:00Z,1928,1994-08-06T00:00:00Z,1994,Italy
http://www.wikidata.org/entity/Q201392,Domenico Modugno,1928-01-09T00:00:00Z,1928,1994-08-06T00:00:00Z,1994,Kingdom of Italy
http://www.wikidata.org/entity/Q207416,Bartolomé de Las Casas,1484-11-20T00:00:00Z,1484,1566-07-27T00:00:00Z,1566,Spain
http://www.wikidata.org/entity/Q209826,Hatı Çırpan,1890-01-01T00:00:00Z,1890,1956-03-21T00:00:00Z,1956,Turkey
http://www.wikidata.org/entity/Q211519,Emmeline Pankhurst,1858-07-15T00:00:00Z,1858,1928-06-14T00:00:00Z,1928,United Kingdom
http://www.wikidata.org/entity/Q211519,Emmeline Pankhurst,1858-07-15T00:00:00Z,1858,1928-06-14T00:00:00Z,1928,United Kingdom of Great Britain and Ireland
http://www.wikidata.org/entity/Q212190,Jehan Sadat,1933-07-29T00:00:00Z,1933,2021-07-09T00:00:00Z,2021,Egypt
http://www.wikidata.org/entity/Q212190,Jehan Sadat,1933-07-29T00:00:00Z,1933,2021-07-09T00:00:00Z,2021,Kingdom of Egypt
http://www.wikidata.org/entity/Q212190,Jehan Sadat,1933-07-29T00:00:00Z,1933,2021-07-09T00:00:00Z,2021,United Arab Republic
http://www.wikidata.org/entity/Q212190,Jehan Sadat,1933-07-29T00:00:00Z,1933,2021-07-09T00:00:00Z,2021,Republic of Egypt
http://www.wikidata.org/entity/Q231690,B. R. Ambedkar,1891-04-14T00:00:00Z,1891,1956-12-06T00:00:00Z,1956,India
http://www.wikidata.org/entity/Q231690,B. R. Ambedkar,1891-04-14T00:00:00Z,1891,1956-12-06T00:00:00Z,1956,British Raj
http://www.wikidata.org/entity/Q234338,Iris Chang,1968-03-28T00:00:00Z,1968,2004-11-09T00:00:00Z,2004,United States
http://www.wikidata.org/entity/Q234572,Elizabeth Blackwell,1821-02-03T00:00:00Z,1821,1910-05-31T00:00:00Z,1910,United States
http://www.wikidata.org/entity/Q234572,Elizabeth Blackwell,1821-02-03T00:00:00Z,1821,1910-05-31T00:00:00Z,1910,United Kingdom of Great Britain and Ireland
http://www.wikidata.org/entity/Q237533,Natalya Estemirova,1958-02-28T00:00:00Z,1958,2009-07-15T00:00:00Z,2009,Russia
http://www.wikidata.org/entity/Q237533,Natalya Estemirova,1958-02-28T00:00:00Z,1958,2009-07-15T00:00:00Z,2009,Soviet Union
http://www.wikidata.org/entity/Q254376,Bessie Coleman,1892-01-26T00:00:00Z,1892,1926-04-30T00:00:00Z,1926,United States
http://www.wikidata.org/entity/Q260879,John Howard Griffin,1920-06-16T00:00:00Z,1920,1980-09-09T00:00:00Z,1980,United States
http://www.wikidata.org/entity/Q263417,Doug Ireland,1946-03-31T00:00:00Z,1946,2013-10-26T00:00:00Z,2013,United States
http://www.wikidata.org/entity/Q267335,Shulamit Aloni,1928-12-27T00:00:00Z,1928,2014-01-24T00:00:00Z,2014,Israel
http://www.wikidata.org/entity/Q268262,Yael Dayan,1939-02-12T00:00:00Z,1939,2024-05-18T00:00:00Z,2024,Israel
http://www.wikidata.org/entity/Q269976,Laura Pollán,1948-02-13T00:00:00Z,1948,2011-10-14T00:00:00Z,2011,Cuba
http://www.wikidata.org/entity/Q271049,Peter Benenson,1921-07-31T00:00:00Z,1921,2005-02-25T00:00:00Z,2005,United Kingdom
http://www.wikidata.org/entity/Q273087,Augusta Savage,1892-02-29T00:00:00Z,1892,1962-03-26T00:00:00Z,1962,United States
http://www.wikidata.org/entity/Q274277,Małgorzata Braunek,1947-01-30T00:00:00Z,1947,2014-06-23T00:00:00Z,2014,Poland
http://www.wikidata.org/entity/Q275452,Johnnie Carr,1911-01-26T00:00:00Z,1911,2008-02-22T00:00:00Z,2008,United States
http://www.wikidata.org/entity/Q289428,Ida B. Wells,1862-07-16T00:00:00Z,1862,1931-03-25T00:00:00Z,1931,United States
http://www.wikidata.org/entity/Q289962,Áron Márton,1896-08-28T00:00:00Z,1896,1980-09-29T00:00:00Z,1980,Romania
http://www.wikidata.org/entity/Q291068,Mary McLeod Bethune,1875-07-10T00:00:00Z,1875,1955-05-18T00:00:00Z,1955,United States
http://www.wikidata.org/entity/Q293156,Lyudmila Alexeyeva,1927-07-20T00:00:00Z,1927,2018-12-08T00:00:00Z,2018,United States
http://www.wikidata.org/entity/Q293156,Lyudmila Alexeyeva,1927-07-20T00:00:00Z,1927,2018-12-08T00:00:00Z,2018,Russia
http://www.wikidata.org/entity/Q293156,Lyudmila Alexeyeva,1927-07-20T00:00:00Z,1927,2018-12-08T00:00:00Z,2018,Soviet Union
http://www.wikidata.org/entity/Q295537,Eduard Limonov,1943-02-22T00:00:00Z,1943,2020-03-17T00:00:00Z,2020,France
http://www.wikidata.org/entity/Q295537,Eduard Limonov,1943-02-22T00:00:00Z,1943,2020-03-17T00:00:00Z,2020,Russia
http://www.wikidata.org/entity/Q295537,Eduard Limonov,1943-02-22T00:00:00Z,1943,2020-03-17T00:00:00Z,2020,Soviet Union
http://www.wikidata.org/entity/Q295537,Eduard Limonov,1943-02-22T00:00:00Z,1943,2020-03-17T00:00:00Z,2020,statelessness
http://www.wikidata.org/entity/Q298259,Dorothy Height,1912-03-24T00:00:00Z,1912,2010-04-20T00:00:00Z,2010,United States
http://www.wikidata.org/entity/Q299513,Alison Des Forges,1942-08-20T00:00:00Z,1942,2009-02-12T00:00:00Z,2009,United States
http://www.wikidata.org/entity/Q306514,Abbie Hoffman,1936-11-30T00:00:00Z,1936,1989-04-12T00:00:00Z,1989,United States
http://www.wikidata.org/entity/Q308154,Abdi İpekçi,1929-08-09T00:00:00Z,1929,1979-02-01T00:00:00Z,1979,Turkey
http://www.wikidata.org/entity/Q360407,He Weifang,1960-07-17T00:00:00Z,1960,,,People's Republic of China
http://www.wikidata.org/entity/Q360961,Natan Sharansky,1948-01-20T00:00:00Z,1948,,,Israel
http://www.wikidata.org/entity/Q360961,Natan Sharansky,1948-01-20T00:00:00Z,1948,,,Soviet Union
http://www.wikidata.org/entity/Q362274,Guillermo Fariñas,1962-01-03T00:00:00Z,1962,,,Cuba
http://www.wikidata.org/entity/Q364484,Thomas Andrews,1953-03-22T00:00:00Z,1953,,,United States
http://www.wikidata.org/entity/Q377538,Bill Browder,1964-04-23T00:00:00Z,1964,,,United States
http://www.wikidata.org/entity/Q377538,Bill Browder,1964-04-23T00:00:00Z,1964,,,United Kingdom
http://www.wikidata.org/entity/Q379400,Shavo Odadjian,1974-04-22T00:00:00Z,1974,,,United States
http://www.wikidata.org/entity/Q379400,Shavo Odadjian,1974-04-22T00:00:00Z,1974,,,Soviet Union
http://www.wikidata.org/entity/Q379853,Akın Birdal,1948-01-02T00:00:00Z,1948,,,Turkey
http://www.wikidata.org/entity/Q380433,Al Sharpton,1954-10-03T00:00:00Z,1954,,,United States
http://www.wikidata.org/entity/Q393409,Žarko Puhovski,1946-12-15T00:00:00Z,1946,,,Croatia
http://www.wikidata.org/entity/Q436213,Svetlana Gannushkina,1942-03-06T00:00:00Z,1942,,,Russia
http://www.wikidata.org/entity/Q436213,Svetlana Gannushkina,1942-03-06T00:00:00Z,1942,,,Soviet Union
http://www.wikidata.org/entity/Q437741,Mary-Claire King,1946-02-27T00:00:00Z,1946,,,United States
http://www.wikidata.org/entity/Q438577,Ni Yulan,1961-03-24T00:00:00Z,1961,,,People's Republic of China
http://www.wikidata.org/entity/Q439564,María Corina Machado,1967-10-07T00:00:00Z,1967,,,Venezuela
http://www.wikidata.org/entity/Q439633,Sonja Biserko,1948-02-14T00:00:00Z,1948,,,Serbia
http://www.wikidata.org/entity/Q439699,Alexander Nikitin,1952-05-16T00:00:00Z,1952,,,Russia
http://www.wikidata.org/entity/Q439699,Alexander Nikitin,1952-05-16T00:00:00Z,1952,,,Soviet Union
